steamid,steamid64,name,nationality
0:0:514946,76561197961295620,Salen,br
0:1:822025,76561197961909779,Sh4m4n,br
0:0:954639,76561197962175006,Plumbum,br
0:0:1370808,76561197963007344,Pnkd,br
0:1:1698094,76561197963661917,Parasite,br
0:1:3658108,76561197967581945,Faru,br
0:1:3675287,76561197967616303,PiruLA,br
0:1:34220528,76561198028706785,parklez,br
0:1:151057162,76561198262380053,herly,br
0:0:41089503,76561198042444734,Blaine_,us
0:1:4977852,76561197970221433,blank,us
0:0:38159698,76561198036585124,Mr.ScRaPpY,us
0:1:30353432,76561198020972593,-Maverick-,us
0:1:29536127,76561198019337983,xl,us
0:0:42916822,76561198046099372,Black_N30??,us
0:0:3772649,76561197967811026,julian-db,us
0:1:12859292,76561197985984313,uNbReAk,us
0:0:207798,76561197960681324,ChosenOne,us
0:1:2045,76561197960269819,Droogie,us
0:0:20100782,76561198000467292,NeUtROn,us
0:1:1730108,76561197963725945,Rooster*,us
0:1:3184999,76561197966635727,RAV,us
0:1:265058,76561197960795845,iT,us
0:1:1868423,76561197964002575,spydah,us
0:1:90867417,76561198142000563,spydah,us
0:0:77733380,76561198115732488,spydah,us
0:1:73971,76561197960413671,Tiger,us
0:0:18444867,76561197997155462,mummy,us
0:1:96510,76561197960458749,mummy,us
0:0:67017,76561197960399762,term,us
0:1:27168454,76561198014602637,term,us
0:1:4197118,76561197968659965,term,us
0:0:64323965,76561198088913658,term,us
0:0:92893199,76561198146052126,term,us
0:0:5365784,76561197970997296,Dyn4$tY,us
0:1:27791369,76561198015848467,Dyn4$tY,us
0:0:982751,76561197962231230,Dyn4$tY,us
0:1:1419695,76561197963105119,Dyn4$tY,us
0:1:1642617,76561197963550963,Dyn4$tY,us
0:1:12891500,76561197986048729,intangible,us
0:0:35038588,76561198030342904,intangible,us
0:1:3101947,76561197966469623,bLaZe,us
0:0:590407,76561197961446542,bLAze,us
0:0:26105356,76561198012476440,bLaZe,us
0:0:1592092,76561197963449912,bLaZe,us
0:0:14624882,76561197989515492,BlackSnow,us
0:0:2627724,76561197965521176,BLaCkSnOw,us
0:1:93642,76561197960453013,BLaCkSnOw,us
0:1:3284530,76561197966834789,BLaCkSnOw,us
0:0:5564136,76561197971394000,novakane,us
0:0:2573922,76561197965413572,novakane,us
0:1:1469085,76561197963203899,novakane,us
0:1:2528493,76561197965322715,novakane,us
0:1:3289361,76561197966844451,novakane,us
0:0:3659083,76561197967583894,LIGHTNING,us
0:0:4761750,76561197969789228,LIGHTNING,us
0:1:6880377,76561197974026483,LIGHTNING,us
0:1:6995879,76561197974257487,LIGHTNING,us
0:0:7526736,76561197975319200,LIGHTNING,us
0:0:920820,76561197962107368,LIGHTNING,us
0:1:1845931,76561197963957591,LIGHTNING,us
0:1:746418,76561197961758565,trusoljah,us
0:0:1455284,76561197963176296,trusoljah,us
0:0:3286674,76561197966839076,infini-d,us
0:0:98820,76561197960463368,infini-d,us
0:0:65580036,76561198091425800,sensistar,us
0:0:37970414,76561198036206556,sensistar,us
0:0:16982896,76561197994231520,-G-,us
0:0:89257,76561197960444242,X-Rated,us
0:0:1590111,76561197963445950,Goku,us
0:1:21395491,76561198003056711,Raja,us
0:1:34463998,76561198029193725,h00tenanny,us
0:0:9514968,76561197979295664,N1ghtM@re,us
0:0:98149,76561197960462026,KI1,us
0:0:312895,76561197960891518,MiNdChArGeR,us
0:1:563044,76561197961391817,lag,us
0:0:50232488,76561198060730704,LiGhTdArK,us
0:1:1439025,76561197963143779,nArchy,us
0:0:18507351,76561197997280430,Flash,us
0:1:3369001,76561197967003731,FuzeBox,us
0:0:528292,76561197961322312,Opium,us
0:0:833100,76561197961931928,RJBIZ,us
0:1:73908,76561197960413545,GuyOnTheCouch,us
0:0:859517,76561197961984762,skitzo,us
0:0:938153,76561197962142034,Mr.Pink,us
0:0:3353237,76561197966972202,dolphin,us
0:0:3773849,76561197967813426,ApotH,us
0:1:1371438,76561197963008605,Redrum,us
0:1:480431,76561197961226591,Binge,us
0:0:655034,76561197961575796,Xorcist,us
0:1:29318038,76561198018901805,pojih,us
0:1:13923740,76561197988113209,star,us
0:0:528552,76561197961322832,Legandary Agitator,us
0:0:5385474,76561197971036676,nugz,us
0:1:504589,76561197961274907,tweak,us
0:1:130543,76561197960526815,impy,us
0:0:14775499,76561197989816726,Rellik,us
0:1:21349741,76561198002965211,Aim,us
0:0:3442024,76561197967149776,Junkie,us
0:0:20391036,76561198001047800,Junkie(junxor),us
0:0:526992,76561197961319712,Tukkus,us
0:0:1428035,76561197963121798,sei(say),us
0:0:15849336,76561197991964400,Liquid,us
0:0:506458,76561197961278644,t0m,us
0:0:567688,76561197961401104,lMlElRlDlElR,us
0:1:130236,76561197960526201,Rent A Knight,us
0:0:3833328,76561197967932384,Slantera,us
0:0:1446189,76561197963158106,Camper#1,us
0:1:14486814,76561197989239357,uramA,us
0:1:14641841,76561197989549411,Malevel-X,us
0:0:7085777,76561197974437282,Pe@ceDogg,us
0:1:1243391,76561197962752511,pEaNuT(MDX),us
0:1:3794327,76561197967854383,Dextro,us
0:0:4299242,76561197968864212,sloppy,us
0:0:2454682,76561197965175092,Immortal,us
0:1:1019751,76561197962305231,Noc,us
0:1:17944607,76561197996154943,primop,us
0:1:18785308,76561197997836345,reg,us
0:0:1090513,76561197962446754,SerB,us
0:0:655123,76561197961575974,ikon,us
0:1:1862448,76561197963990625,Ninja,us
0:1:1229320,76561197962724369,qball,us
0:0:14488995,76561197989243718,Opium,us
0:0:19023,76561197960303774,free,us
0:0:776366,76561197961818460,theHiv,us
0:0:30786759,76561198021839246,trav,us
0:0:5543653,76561197971353034,skie,us
0:0:26367674,76561198013001076,Rellik,us
0:0:5586747,76561197971439222,sExor,us
0:0:94843,76561197960455414,Smoker,us
0:0:15935967,76561197992137662,Snickers,us
0:0:452523,76561197961170774,MaddoG,us
0:0:1190742,76561197962647212,Cheezomlet,us
0:1:1381442,76561197963028613,Visceral,us
0:1:10818680,76561197981903089,LiGhTdArK,us
0:0:1526408,76561197963318544,Haste,us
0:1:1877674,76561197964021077,mickeymouse,us
0:0:566148,76561197961398024,Matthew,us
0:1:753668,76561197961773065,Smack,us
0:1:3585470,76561197967436669,neph,us
0:0:3922,76561197960273572,BOX-HW1,us
0:0:74132,76561197960413992,chopsley,us
0:1:96154,76561197960458037,Rad Brad,us
0:1:91471,76561197960448671,Lexicon,us
0:1:95677,76561197960457083,Tamale,us
0:1:448770,76561197961163269,TAKE_THAT!,us
0:0:842804,76561197961951336,Ru$h,us
0:1:754008,76561197961773745,ImaTarget,us
0:0:215963,76561197960697654,CrackerKen,us
0:1:702839,76561197961671407,DeadStuff,us
0:0:646972,76561197961559672,Raven,us
0:0:211383,76561197960688494,Vapor,us
0:0:335942,76561197960937612,tweak,us
0:0:475658,76561197961217044,M.Focker,us
0:1:316443,76561197960898615,presS,us
0:1:477257,76561197961220243,Alek,us
0:1:209919,76561197960685567,fusion,us
0:1:525537,76561197961316803,Mirage,us
0:1:687433,76561197961640595,Scarface,us
0:1:439895,76561197961145519,Serb,us
0:1:1905207,76561197964076143,N7r3pyd,us
0:1:1486837,76561197963239403,Supnow,us
0:1:1551835,76561197963369399,Oscar_Zeta_Acosta,us
0:0:2158373,76561197964582474,Snails,us
0:1:1408747,76561197963083223,Techy,us
0:0:17025998,76561197994317724,RJ45,us
0:1:16109994,76561197992485717,malice,us
0:1:87058,76561197960439845,Snake,us
0:1:2200275,76561197964666279,DIH,us
0:0:530891,76561197961327510,D.B. Cooper,us
0:0:478143,76561197961222014,Scooby1,us
0:0:64488,76561197960394704,Sticker,us
0:1:45960,76561197960357649,~RED,us
0:0:1101157,76561197962468042,T|2IPL3_6,us
0:1:928441,76561197962122611,Wrath,us
0:0:2872553,76561197966010834,Kamakazi,us
0:1:93590,76561197960452909,Killer,us
0:0:299771,76561197960865270,SilentRunner,us
0:0:142806,76561197960551340,Angel,us
0:1:89744,76561197960445217,UffDa!,us
0:1:72022,76561197960409773,Wampa,us
0:0:529812,76561197961325352,BooBz,us
0:1:2052376,76561197964370481,kULLSLAYER,us
0:1:611397,76561197961488523,JohnnyHawian,us
0:0:793573,76561197961852874,The Big Red Machine,us
0:1:834543,76561197961934815,Neo,us
0:1:523175,76561197961312079,iCon_of_sYn,us
0:1:2637522,76561197965540773,Tiamat,us
0:1:913718,76561197962093165,Revelation,us
0:0:1021652,76561197962309032,VASH,us
0:0:1041103,76561197962347934,PeeWee-Hurtin,us
0:0:11841,76561197960289410,Reflection,us
0:0:1354824,76561197962975376,IronMan,us
0:0:1357907,76561197962981542,hazed,us
0:0:1376590,76561197963018908,*dEAdp00l*,us
0:0:1396778,76561197963059284,2nafish,us
0:0:144010,76561197960553748,subgunner,us
0:0:1578643,76561197963423014,gFunk,us
0:0:1826,76561197960269380,t'es tomb?,us
0:0:204549,76561197960674826,Vicious,us
0:0:2271272,76561197964808272,drakky,us
0:0:2880232,76561197966026192,Amra,us
0:0:294576,76561197960854880,Gex,us
0:0:2950413,76561197966166554,dboy,us
0:0:3516540,76561197967298808,SsTiNgEr77,us
0:0:334127,76561197960933982,PUNISHER,us
0:0:402237,76561197961070202,Rambo,us
0:0:3907,76561197960273542,nevermind,us
0:0:435158,76561197961136044,nEw-bRo0d,us
0:0:450634,76561197961166996,Unbreakable,us
0:0:452266,76561197961170260,nick,us
0:0:519160,76561197961304048,MethoD,us
0:0:478800,76561197961223328,MR_FAT_GOAT,us
0:0:485992,76561197961237712,Subliminal,us
0:0:502731,76561197961271190,Akita,us
0:0:473583,76561197961212894,Calo,us
0:0:480130,76561197961225988,animal,us
0:0:487396,76561197961240520,Stu-Pidaso,us
0:1:982815,76561197962231359,Freedom25,us
0:1:99120,76561197960463969,wolfdog,us
0:1:96520,76561197960458769,p0t-HeaD,us
0:1:785290,76561197961836309,Zupe,us
0:1:79251,76561197960424231,intangible,us
0:1:7783587,76561197975832903,Bz.Live.Wire,us
0:1:666208,76561197961598145,Akita,us
0:1:6788243,76561197973842215,EternalDrag0n,us
0:1:7110277,76561197974486283,Lemmy Winks,us
0:1:75030,76561197960415789,Opium,us
0:1:681686,76561197961629101,killah,us
0:1:73139,76561197960412007,Rico,us
0:1:7129858,76561197974525445,WaTa,us
0:1:68965,76561197960403659,Sinister,us
0:1:572465,76561197961410659,Eskimo,us
0:1:627325,76561197961520379,Jingy,us
0:0:540154,76561197961346036,petro,us
0:0:540427,76561197961346582,petro,us
0:0:6084726,76561197972435180,Tr1pw1re,us
0:0:58844,76561197960383416,ELT,us
0:0:546172,76561197961358072,Akita,us
0:0:64614,76561197960394956,gatekeeper,us
0:0:649591,76561197961564910,stup,us
0:0:681532,76561197961628792,nevr,us
0:0:7152500,76561197974570728,ap0the0s!s,us
0:0:716862,76561197961699452,void,us
0:0:749574,76561197961764876,(1337)Player,us
0:0:8092357,76561197976450442,Player.dll,us
0:0:849053,76561197961963834,lithium,us
0:0:923127,76561197962111982,DeThNiTe,us
0:0:1225508,76561197962716744,nittch,us
0:0:983351,76561197962232430,Sloppy,us
0:1:077596,76561197960420921,DtheoM,us
0:1:1037823,76561197962341375,Psiven,us
0:1:1180176,76561197962626081,Pred2,us
0:1:1439942,76561197963145613,loonie,us
0:1:1490337,76561197963246403,Lokey,us
0:1:1520009,76561197963305747,Method,us
0:1:1563847,76561197963393423,Sir Yvain,us
0:1:1640594,76561197963546917,mastercow2,us
0:1:1660070,76561197963585869,c3,us
0:1:195846,76561197960657421,Pain User,us
0:1:202552,76561197960670833,CritiKill,us
0:1:204888,76561197960675505,Boonshniggle,us
0:1:1:8859,76561197960265731,Lem,us
0:1:2091,76561197960269911,Torbull,us
0:1:2509244,76561197965284217,Hellyeah,us
0:1:3028802,76561197966323333,WorThiO,us
0:1:313995,76561197960893719,Sungkoo,us
0:1:317661,76561197960901051,Ragnarok,us
0:1:1911506,76561197964088741,fallen_angel,us
0:1:1932608,76561197964130945,Zippy,us
0:1:341374,76561197960948477,didd|y,us
0:1:3421493,76561197967108715,Cazper,us
0:1:3594848,76561197967455425,WhoA,us
0:1:377594,76561197961020917,Akita,us
0:1:3474941,76561197967215611,Krypt Keeper,us
0:1:3838614,76561197967942957,Viaticus,us
0:1:467858,76561197961201445,specX,us
0:1:469764,76561197961205257,RobotReaper,us
0:1:470422,76561197961206573,KillerPX,us
0:1:483072,76561197961231873,Ch@os,us
0:0:477844,76561197961221416,TJ,us
0:0:89252,76561197960444232,~M4sTrC0w~,us
0:1:500708,76561197961267145,JohnnyRocket,us
0:1:480682,76561197961227093,Spotted2,us
0:1:652317,76561197961570363,rOaCH,us
0:1:253616,76561197960772961,cR@zY,us
0:0:527571,76561197961320870,Bry,us
0:0:447490,76561197961160708,Chief,us
0:0:211931,76561197960689590,s|inger,us
0:0:39275,76561197960344278,Crawdad,us
0:0:36475,76561197960338678,Pink-Eye,us
0:0:752962,76561197961771652,CanteenBoy,us
0:1:146831,76561197960559391,SliCk,us
0:1:86844,76561197960439417,Skie,us
0:0:497724,76561197961261176,Frog,us
0:1:2938331,76561197966142391,HusYoDaddy,us
0:1:2504732,76561197965275193,Skills,us
0:1:129461,76561197960524651,Veive,us
0:0:499795,76561197961265318,Etwon,us
0:0:125143,76561197960516014,Bedwetting Type,us
0:1:1455202,76561197963176133,Lynx,us
0:1:180971,76561197960627671,Killin.Kid,us
0:1:479230,76561197961224189,~TiMiDaTeR~,us
0:0:1446979,76561197963159686,crayo|a*,us
0:1:2283908,76561197964833545,3vo,us
0:1:754839,76561197961775407,PeZ,us
0:1:340871,76561197960947471,SilentSNiper55,us
0:1:143676,76561197960553081,Twisted,us
0:1:748379,76561197961762487,OuTca$t,us
0:0:1550041,76561197963365810,BLasta,us
0:0:1498801,76561197963263330,Lethal,us
0:0:37452,76561197960340632,Baladier,us
0:0:546268,76561197961358264,Beefcake,us
0:0:87891,76561197960441510,Dan-o,us
0:1:782732,76561197961831193,coy0te,us
0:1:1366650,76561197962999029,LsD,us
0:0:1428986,76561197963123700,Nirvana,us
0:1:99629,76561197960464987,p3tE,us
0:0:1321187,76561197962908102,sExor,us
0:0:806521,76561197961878770,CircusFreak,us
0:0:49646,76561197960365020,0ishi,us
0:0:1577565,76561197963420858,R2epubl!caN,us
0:0:649397,76561197961564522,Amb!ent,us
0:1:493481,76561197961252691,sheN,us
0:0:3646218,76561197967558164,telepathboy,us
0:1:741965,76561197961749659,sniperdoc,us
0:0:1504429,76561197963274586,tExtrik,us
0:1:104357,76561197960474443,Painkilla,us
0:1:87766,76561197960441261,Insane,us
0:0:26408,76561197960318544,MatthiasII,us
0:0:212346,76561197960690420,Drunk Italian,us
0:1:1850742,76561197963967213,Mastermind,us
0:1:303835,76561197960873399,Merciless,us
0:0:750348,76561197961766424,rimjob,us
0:1:655385,76561197961576499,Prowler,us
0:1:524856,76561197961315441,Pleyox,us
0:1:3093466,76561197966452661,Sinner,us
0:1:290940,76561197960847609,KorteX,us
0:0:1125254,76561197962516236,Aimbot,us
0:0:1052789,76561197962371306,BooooM,us
0:0:1170599,76561197962606926,brEatHinG,us
0:0:1179599,76561197962624926,Hood,us
0:0:1281189,76561197962828106,FlintX,us
0:0:1267784,76561197962801296,MoRnInG.StAr*,us
0:0:1300563,76561197962866854,GeNMonKee,us
0:0:130964,76561197960527656,glitch,us
0:0:1483752,76561197963233232,JuiceBox,us
0:0:1445068,76561197963155864,thePhOx,us
0:0:1465041,76561197963195810,krash,us
0:0:1489510,76561197963244748,iNstigatoR,us
0:0:1496632,76561197963258992,JawZ,us
0:0:1875606,76561197964016940,Luigi,us
0:0:1751262,76561197963768252,Ish,us
0:0:1826490,76561197963918708,RoMuluS,us
0:0:1883583,76561197964032894,Synch,us
0:0:1765186,76561197963796100,sLacker,us
0:0:1846943,76561197963959614,deez_nutz,us
0:0:1904695,76561197964075118,Paid,us
0:0:1522188,76561197963310104,xtremetension,us
0:0:1562823,76561197963391374,drUnknlOvE,us
0:0:1654684,76561197963575096,Fetuses,us
0:0:2090740,76561197964447208,s3pReM,us
0:0:2111828,76561197964489384,Ragnarok,us
0:0:2148840,76561197964563408,wedge,us
0:0:2228171,76561197964722070,JawZ,us
0:0:2000268,76561197964266264,C-BO,us
0:0:2286667,76561197964839062,Swo||,us
0:0:2168386,76561197964602500,Morph,us
0:0:2563678,76561197965393084,Spatulas,us
0:0:267833,76561197960801394,Wormwood,us
0:0:2877639,76561197966021006,Jump,us
0:0:3120117,76561197966505962,-)))RAM(((-,us
0:0:3144095,76561197966553918,Opt!k,us
0:0:3154204,76561197966574136,Trav,us
0:0:3694085,76561197967653898,BlueHeaven,us
0:0:336433,76561197960938594,Back2Basic,us
0:0:2851579,76561197965968886,Weedow,us
0:0:3375754,76561197967017236,specX,us
0:0:38012,76561197960341752,Dextra,us
0:0:3837326,76561197967940380,Jolibwa,us
0:0:384700,76561197961035128,Lithium,us
0:0:447890,76561197961161508,Cyn!c_0blivion,us
0:0:449830,76561197961165388,Venom,us
0:0:475595,76561197961216918,phen,us
0:0:470557,76561197961206842,kOLd,us
0:0:476192,76561197961218112,EcHo,us
0:0:481348,76561197961228424,-*deRAnged*-,us
0:0:518085,76561197961301898,m3ntal,us
0:0:529241,76561197961324210,Goku,us
0:1:589928,76561197961445585,thyri,us
0:1:616143,76561197961498015,Gunga,us
0:1:635691,76561197961537111,milk,us
0:1:642225,76561197961550179,boel,us
0:1:694157,76561197961654043,NemesiS,us
0:1:64433,76561197960394595,Slippy,us
0:1:948641,76561197962163011,rAg|ing,us
0:1:99639,76561197960465007,g0dm@n,us
0:1:663829,76561197961593387,Xorcist,us
0:1:7102836,76561197974471401,lethal,us
0:1:740344,76561197961746417,madsoul,us
0:1:756799,76561197961779327,konniption,us
0:1:7680245,76561197975626219,En1Gm@,us
0:1:549713,76561197961365155,Nodrog,us
0:1:769875,76561197961805479,terrible1,us
0:1:753268,76561197961772265,XibAlbA,us
0:1:698405,76561197961662539,Chump,us
0:1:8726705,76561197977719139,BlueHeaven,us
0:1:905899,76561197962077527,gothbat,us
0:1:90760,76561197960447249,theitCh,us
0:1:90835,76561197960447399,ShapeShifta,us
0:1:5246767,76561197970759263,ShapeShifta,us
0:1:922762,76561197962111253,Myrkskog,us
0:1:6466908,76561197973199545,LeGaTo,us
0:1:647420,76561197961560569,Kentucky,us
0:1:64973,76561197960395675,Pa|aDiN,us
0:1:6508078,76561197973281885,c|0g,us
0:1:508471,76561197961282671,RatBastard,us
0:1:513652,76561197961293033,psychosis,us
0:1:517531,76561197961300791,rAg|ing,us
0:1:518081,76561197961301891,rAg|ing,us
0:1:5423919,76561197971113567,K!LLa,us
0:0:6881675,76561197974029078,Nirvana,us
0:0:690704,76561197961647136,CLOBBER,us
0:0:607016,76561197961479760,FiRe,us
0:1:518094,76561197961301917,rAg|ing,us
0:1:522812,76561197961311353,jer,us
0:0:545807,76561197961357342,Cu3ball,us
0:0:547984,76561197961361696,dEadwRonG,us
0:0:548817,76561197961363362,rip,us
0:0:538761,76561197961343250,Mr.X,us
0:0:549890,76561197961365508,Carlos,us
0:1:524419,76561197961314567,t0m,us
0:1:538271,76561197961342271,CruC|F|x,us
0:0:109013,76561197960483754,Spider-Waffle,us
0:0:1455108,76561197963175944,ovvy,us
0:0:43616650,76561198047499028,Margen67,us
0:0:86936,76561197960439600,Ghetto,us
0:0:958532,76561197962182792,happy,us
0:0:8182194,76561197976630116,LiNxCoD,us
0:0:8538630,76561197977342988,Arrow Hearth,us
0:0:960737,76561197962187202,Ed_Ferris,us
0:0:6270942,76561197972807612,Encarsia,us
0:0:652437,76561197961570602,oPEtH,us
0:0:6661927,76561197973589582,Wampa,us
0:0:6705816,76561197973677360,Kaneda,us
0:0:647313,76561197961560354,-rAg|ing,us
0:0:647514,76561197961560756,-rAg|ing,us
0:0:738053,76561197961741834,DoctorDank,us
0:0:74005,76561197960413738,bi0_gauss,us
0:0:753462,76561197961772652,yerky,us
0:0:765291,76561197961796310,Psycho_21,us
0:0:7738749,76561197975743226,krypt0g3n|x,us
0:0:7895907,76561197976057542,krypt0g3n|x,us
0:0:7758359,76561197975782446,-)))RAM(((-,us
0:0:782161,76561197961830050,TurkeyTurner,us
0:0:7838680,76561197975943088,Wa$t3d,us
0:0:78613,76561197960422954,serret,us
0:0:7991474,76561197976248676,B|asta,us
0:0:789251,76561197961844230,lsd,us
0:1:1420126,76561197963105981,vapor,us
0:1:1408357,76561197963082443,EternalDrag0n,us
0:0:985866,76561197962237460,Xel@roK,us
0:0:993497,76561197962252722,Zorro,us
0:1:1305539,76561197962876807,Nirvana,us
0:1:120485,76561197960506699,Spyder,us
0:1:1356367,76561197962978463,sk3pt!c,us
0:1:1365326,76561197962996381,Marr,us
0:1:1331347,76561197962928423,Scrotus,us
0:1:139473,76561197960544675,Kamakazi,us
0:1:171128,76561197960607985,nEuTrOn,us
0:1:1711889,76561197963689507,Sage,us
0:1:1674277,76561197963614283,DeadBeat,us
0:1:1660624,76561197963586977,N|TrO,us
0:1:1688506,76561197963642741,**PuRe_BlOoD**,us
0:1:1437164,76561197963140057,HomieGFunk,us
0:1:207038,76561197960679805,Crush3r,us
0:1:215086,76561197960695901,Jester,us
0:1:1687244,76561197963640217,synch,us
0:1:1427312,76561197963120353,Pa|N,us
0:1:1464475,76561197963194679,Spencer's Army,us
0:1:1455670,76561197963177069,Eore,us
0:1:1505308,76561197963276345,Eskimo,us
0:1:1531433,76561197963328595,b0t,us
0:1:1619617,76561197963504963,drugg3d,us
0:1:1636969,76561197963539667,Jenka,us
0:1:1742233,76561197963750195,Cazper,us
0:1:1760875,76561197963787479,p3tE,us
0:1:1760880,76561197963787489,thirteenthstep,us
0:1:1777580,76561197963820889,Frosty,us
0:1:1792190,76561197963850109,BeeZeR,us
0:1:2254,76561197960270237,tricK,us
0:1:377002,76561197961019733,rAg|ing,us
0:1:479236,76561197961224201,Ryo,us
0:1:2660859,76561197965587447,Eskimo,us
0:1:2470311,76561197965206351,Coolhandluke,us
0:1:2914227,76561197966094183,dirty,us
0:1:2839012,76561197965943753,DangerousObject666,us
0:1:4067925,76561197968401579,shotgun_eddy,us
0:1:3132441,76561197966530611,Spatulas,us
0:1:3080267,76561197966426263,BankNote,us
0:1:309706,76561197960885141,P][/V|p,us
0:1:1902838,76561197964071405,**Fresh.2.Death**,us
0:1:3285785,76561197966837299,VanillaSky,us
0:1:3289181,76561197966844091,Malice,us
0:1:3340605,76561197966946939,WickeD,us
0:1:507479,76561197961280687,marchingant,us
0:1:483413,76561197961232555,Banknote,us
0:1:484563,76561197961234855,dank,us
0:1:475803,76561197961217335,X0dUs,us
0:1:4683799,76561197969633327,-|nTr3p!D-,us
0:1:4325081,76561197968915891,KOMBUCHA,us
0:1:420928,76561197961107585,CoolRaul,us
0:1:463133,76561197961191995,Third3y3,us
0:1:3467147,76561197967200023,pojih,us
0:1:3654151,76561197967574031,(1337)Player,us
0:1:3678763,76561197967623255,Was,us
0:1:342734,76561197960951197,Raoh,us
0:1:497192,76561197961260113,KoRo,us
0:1:4430708,76561197969127145,[Lucky],us
0:0:729429,76561197961724586,rssxy,us
0:0:1662,76561197960269052,KSharp,us
0:0:6428186,76561197973122100,sheikh1234,us
0:0:4427041,76561197969119810,SPIXIA,us
0:1:35965733,76561198032197195,PieIsGood,us
0:0:3200802,76561197966667332,Link,us
0:1:58686581,76561198077638891,elsie,us
0:1:129194183,76561198218654095,numbers,us
0:1:34907633,76561198030080995,adamantite,us
0:0:86484278,76561198133234284,parousia1729,us
0:0:48204549,76561198056674826,chickenwangz,us
0:1:53935050,76561198068135829,novo,us
0:0:42439188,76561198045144104,waezone,us
0:1:36307282,76561198032880293,Signd0g,us
0:1:207936009,76561198376137747,Uakie,us
0:1:73550755,76561198107367239,marq,us
0:0:61015970,76561198082297668,lrf_series,us
0:0:30154866,76561198020575460,alexh0w,us
0:1:13205133,76561197986675995,night,us
0:0:31801,76561197960329330,Silv3r,ca
0:0:19871267,76561198000008262,rust??(Pwn??),ca
0:0:2421387,76561197965108502,waLsh,ca
0:0:19068591,76561197998402910,Dragon,ca
0:0:507069,76561197961279866,mofo,ca
0:0:13292269,76561197986850266,PATCHCORD,ca
0:1:411418,76561197961088565,Chronic,ca
0:1:4576339,76561197969418407,Tony KGB,ca
0:0:818842,76561197961903412,Red-Cobra,ca
0:0:19561966,76561197999389660,Stiffler,ca
0:1:1643537,76561197963552803,kakarott,ca
0:1:307092,76561197960879913,DueSouth,ca
0:1:30913502,76561198022092733,Kimbo,ca
0:0:14812759,76561197989891246,SteeL,ca
0:0:5660623,76561197971586974,British_Steel,ca
0:0:4874866,76561197970015460,omni,ca
0:0:407030,76561197961079788,Dulluzions,ca
0:1:524335,76561197961314399,pl4tinum,ca
0:1:447542,76561197961160813,SP0oN,ca
0:1:111116,76561197960487961,wrathchi|d,ca
0:1:1717675,76561197963701079,1tigerman,ca
0:0:1215811,76561197962697350,DirtyDog,ca
0:0:1801522,76561197963868772,TankDawg,ca
0:1:4239369,76561197968744467,SuperDick,ca
0:1:280211,76561197960826151,Tommyboy,ca
0:1:506820,76561197961279369,DrMaybee,ca
0:1:204706,76561197960675141,pojih,ca
0:0:73759,76561197960413246,dark|Dragon,ca
0:0:1331312,76561197962928352,ritalin,ca
0:0:1426783,76561197963119294,SatansCabanaBoy,ca
0:0:1848985,76561197963963698,Mindez,ca
0:0:1917461,76561197964100650,Jordie,ca
0:0:2437163,76561197965140054,Bibi,ca
0:0:3895178,76561197968056084,Tw34K,ca
0:1:917175,76561197962100079,CuteButTricky,ca
0:1:79545,76561197960424819,faTal nYmph,ca
0:0:578393,76561197961422514,Peacemaker,ca
0:0:617909,76561197961501546,Bertz,ca
0:0:715974,76561197961697676,EzekieL,ca
0:1:1309668,76561197962885065,Socco,ca
0:1:186087,76561197960637903,rape,ca
0:1:304062,76561197960873853,Zincster,ca
0:1:380603,76561197961026935,controversy,ca
0:1:450941,76561197961167611,Tree,ca
0:1:475227,76561197961216183,Renegade,ca
0:0:67610,76561197960400948,c@p,ca
0:1:1053995,76561197962373719,Th@man,ca
0:0:3311878,76561197966889484,nasty,ca
0:0:123112,76561197960511952,Frednitney,ca
0:0:56076,76561197960377880,HaSte,ca
0:1:1026091,76561197962317911,ReZzY,ca
0:0:1003596,76561197962272920,911,ca
0:1:56377,76561197960378483,Happy,ca
0:0:1545454,76561197963356636,ChiliWhipper,ca
0:0:1667304,76561197963600336,Mr.Lahey,ca
0:0:2104247,76561197964474222,dr$ain,ca
0:0:2444855,76561197965155438,Tw34K$,ca
0:0:378013,76561197961021754,B3rtZ,ca
0:0:269068,76561197960803864,Rooki3,ca
0:1:832167,76561197961930063,!BrEaK!,ca
0:1:81982,76561197960429693,g0ds3nd,ca
0:1:90337,76561197960446403,eg0r,ca
0:1:738040,76561197961741809,Novice,ca
0:1:610935,76561197961487599,california,ca
0:1:512380,76561197961290489,charm,ca
0:0:611769,76561197961489266,Prophet,ca
0:0:613472,76561197961492672,Zekey,ca
0:0:6003877,76561197972273482,Mental,ca
0:1:512551,76561197961290831,b3LiaL,ca
0:1:5320197,76561197970906123,Vicious,ca
0:0:681574,76561197961628876,Samiam,ca
0:0:70651,76561197960407030,Binary,ca
0:1:38591474,76561198037448677,Kaito Kid,ca
0:0:645435,76561197961556598,Nitsuj,ca
0:1:1011273,76561197962288275,MythiK,ca
0:1:1287285,76561197962840299,Memorex,ca
0:1:1366682,76561197962999093,sTuMpZ,ca
0:1:1405425,76561197963076579,Frosty,ca
0:1:1420151,76561197963106031,Death,ca
0:1:1428344,76561197963122417,a|akazou,ca
0:1:1448336,76561197963162401,Rummy,ca
0:1:1476486,76561197963218701,b0Ng,ca
0:1:1547291,76561197963360311,Edmo'The Duke,ca
0:1:1632028,76561197963529785,B3RtZ,ca
