steamid,steamid64,name,nationality
0:1:1351519,76561197962968767,sOuL,de
0:0:466264,76561197961198256,raZ,de
0:0:3541384,76561197967348496,ranz,de
0:1:31252,76561197960328233,raz!eL,de
0:1:279999,76561197960825727,MinuZ,de
0:1:180212,76561197960626153,srbo,de
0:1:3095248,76561197966456225,Becks,de
0:0:918612,76561197962102952,dev,de
0:0:82497802,76561198125261332,dev,de
0:1:996804,76561197962259337,MagnuM,de
0:1:97485,76561197960460699,Izo,de
0:1:1283631,76561197962832991,Alien,de
0:0:471965,76561197961209658,Radon,de
0:0:19493439,76561197999252606,Cruz,de
0:0:7346505,76561197974958738,Ken,de
0:0:2454670,76561197965175068,Rijuu,de
0:0:2449851,76561197965165430,ph!L,de
0:0:5050780,76561197970367288,osyres,de
0:1:15663843,76561197991593415,hexi,de
0:0:10220884,76561197980707496,Wolf633,de
0:0:10448432,76561197981162592,Dmx6,de
0:1:9239035,76561197978743799,fLOw,de
0:0:8186606,76561197976638940,Fridge,de
0:0:1029087,76561197962323902,MasS,de
0:1:22323,76561197960310375,DesTroyeR,de
0:0:237949,76561197960741626,mk,de
0:0:11033115,76561197982331958,Deadly Sniper,de
0:0:431576,76561197961128880,Red,de
0:1:8049781,76561197976365291,Alpha(tr!cky),de
0:1:47331,76561197960360391,schak,de
0:1:5442074,76561197971149877,KieZ,de
0:1:20599,76561197960306927,t0x,de
0:1:49948,76561197960365625,cKa,de
0:0:13444186,76561197987154100,Krabbe,de
0:0:28617969,76561198017501666,EpsyLon,de
0:1:317894,76561197960901517,KaiuS,de
0:0:104142,76561197960474012,Mike,de
0:0:20056642,76561198000379012,pR3Y,de
0:0:8544197,76561197977354122,criz,de
0:1:33688350,76561198027642429,Lachsenpeter(saaf),de
0:1:113964,76561197960493657,shY,de
0:0:87299063,76561198134863854,shY,de
0:0:5371753,76561197971009234,t0b,de
0:0:34821721,76561198029909170,Corrosion,de
0:1:30121,76561197960325971,Berengar,de
0:1:119932,76561197960505593,JohnMcClane,de
0:0:1452992,76561197963171712,Deine,de
0:1:1412338,76561197963090405,p1nt,de
0:0:30971,76561197960327670,saTa,de
0:1:7059757,76561197974385243,pLy,de
0:1:31589,76561197960328907,notch,de
0:1:32333,76561197960330395,tyr,de
0:1:1008162,76561197962282053,Nilsson,de
0:1:3735807,76561197967737343,robinaut,de
0:1:221686,76561197960709101,Kralle,de
0:0:430451,76561197961126630,spile,de
0:0:17590,76561197960300908,Nergal,de
0:0:15379976,76561197991025680,sTb,de
0:1:5560784,76561197971387297,PosSoS,de
0:1:31963654,76561198024193037,Hunter(hawk),de
0:1:37077022,76561198034419773,hawk(Hunter),de
0:1:9162,76561197960284053,r0ck,de
0:1:51088,76561197960367905,Vi700,de
0:1:536735,76561197961339199,Ray|T,de
0:1:1610962,76561197963487653,eve,de
0:0:1338165,76561197962942058,Sephi,de
0:0:1410306,76561197963086340,MaGic,de
0:0:14766,76561197960295260,bAsH,de
0:0:1707094,76561197963679916,Tony Montana,de
0:0:200432,76561197960666592,Owni,de
0:0:224923,76561197960715574,muh,de
0:0:239162,76561197960744052,koji,de
0:0:2548944,76561197965363616,Shiva,de
0:0:32811,76561197960331350,HuHn0r,de
0:0:3250156,76561197966766040,Tong,de
0:0:3693228,76561197967652184,Feldhase,de
0:0:3696380,76561197967658488,navex,de
0:0:4219503,76561197968704734,Monk,de
0:0:423674,76561197961113076,Momitsu,de
0:0:46350,76561197960358428,Xenon,de
0:0:4795176,76561197969856080,s0uLsUrf3r,de
0:0:532244,76561197961330216,Trucido,de
0:1:934037,76561197962133803,zMooTh,de
0:1:662063,76561197961589855,Pain,de
0:1:7615574,76561197975496877,TehMe,de
0:1:568596,76561197961402921,iceman,de
0:1:6529964,76561197973325657,CanXuN,de
0:1:5474555,76561197971214839,Tyson,de
0:1:5384463,76561197971034655,tripleG,de
0:0:79890,76561197960425508,lAuRy,de
0:0:869964,76561197962005656,thYme,de
0:0:922219,76561197962110166,zOZo,de
0:0:8183896,76561197976633520,colon,de
0:0:9525324,76561197979316376,M!hil4nth,de
0:0:96019,76561197960457766,Deathclaw,de
0:0:9565678,76561197979397084,scope,de
0:1:116770,76561197960499269,Spike,de
0:1:1217372,76561197962700473,void,de
0:1:1599191,76561197963464111,Bob,de
0:1:22509,76561197960310747,Serc,de
0:1:233315,76561197960732359,jenseman,de
0:1:32726,76561197960331181,DieHappY,de
0:1:3137701,76561197966541131,BrOwnSuGaR,de
0:1:4797529,76561197969860787,courgan,de
0:1:461088,76561197961187905,ReeN,de
0:1:3599904,76561197967465537,Ken,de
0:1:4490123,76561197969245975,toK,de
0:1:3299699,76561197966865127,BurnOut,de
0:0:34087635,76561198028440998,GrizzlyBeer,de
0:0:8901,76561197960283530,jeff,de
0:0:51495693,76561198063257114,hexi,de
0:1:38066021,76561198036397771,ur4n!um,de
0:0:100299,76561197960466326,Rockhound,de
0:0:1004230,76561197962274188,oxOmrats!,de
0:0:110517,76561197960486762,Raz!el,de
0:0:111500,76561197960488728,haiss,de
0:0:10539,76561197960286806,sh4k,de
0:0:1233690,76561197962733108,KB,de
0:0:123413,76561197960512554,Scharle,de
0:0:126879,76561197960519486,xan,de
0:0:1273555,76561197962812838,Tim,de
0:0:1275454,76561197962816636,DarKi,de
0:0:137647,76561197960541022,C@mmy,de
0:0:1714405,76561197963694538,Prinz,de
0:0:2423067,76561197965111862,tiMo,de
0:0:2047318,76561197964360364,cASPER,de
0:0:195844,76561197960657416,dolph,de
0:0:3336675,76561197966939078,Stonecold,de
0:0:3793422,76561197967852572,Bavarian,de
0:0:31139,76561197960328006,Re-FleX,de
0:0:29549,76561197960324826,cLu,de
0:0:3206453,76561197966678634,Laury,de
0:0:3426113,76561197967117954,ZiLLe,de
0:0:36447,76561197960338622,Homer77,de
0:0:284833,76561197960835394,HellFire,de
0:0:36016,76561197960337760,Tyron,de
0:1:50889,76561197960367507,Dekker,de
0:0:3901757,76561197968069242,Law,de
0:0:46307,76561197960358342,cr33p,de
0:0:463910,76561197961193548,shock,de
0:0:43217,76561197960352162,unit,de
0:0:45548,76561197960356824,ToBsEn,de
0:0:52984,76561197960371696,f.o.x,de
0:1:863556,76561197961992841,Dankuoni,de
0:0:39232,76561197960344192,yulaw,de
0:1:9336434,76561197978938597,lAy,de
0:1:7035920,76561197974337569,Vi700,de
0:1:781816,76561197961829361,Blade,de
0:0:5798621,76561197971862970,bluetenzart,de
0:0:56222,76561197960378172,HuHn0r,de
0:0:6039501,76561197972344730,JUSTer,de
0:1:6578715,76561197973423159,chsk,de
0:1:65856,76561197960397441,Majorsnake,de
0:0:640441,76561197961546610,Muffin,de
0:0:777866,76561197961821460,Dr_Gonzo,de
0:0:778313,76561197961822354,NbK,de
0:0:8046294,76561197976358316,lAy,de
0:0:661190,76561197961588108,scyX,de
0:1:1233707,76561197962733143,Steel,de
0:1:1249370,76561197962764469,Xe|_,de
0:1:1249916,76561197962765561,nykon,de
0:1:100260,76561197960466249,Wolf,de
0:1:1264754,76561197962795237,macros,de
0:1:1267880,76561197962801489,West,de
0:1:126898,76561197960519525,gr4n,de
0:1:1282091,76561197962829911,Nasm,de
0:1:1117012,76561197962499753,mRp1nK,de
0:1:107955,76561197960481639,j0z,de
0:1:122293,76561197960510315,Imp3,de
0:1:1224392,76561197962714513,Osyres,de
0:1:133078,76561197960531885,huihui,de
0:1:1380866,76561197963027461,Vanky,de
0:1:135268,76561197960536265,night,de
0:1:1372717,76561197963011163,Luryx,de
0:1:1399905,76561197963065539,RukA,de
0:1:1714268,76561197963694265,shyheim,de
0:1:1623559,76561197963512847,Prid3,de
0:1:1793277,76561197963852283,VoSlem,de
0:1:1649950,76561197963565629,sh0ck,de
0:1:155891,76561197960577511,Trunks,de
0:1:1666811,76561197963599351,Deckard,de
0:1:2077492,76561197964420713,s3ph,de
0:1:1472208,76561197963210145,DeepthoughT,de
0:1:1474375,76561197963214479,Riffle,de
0:1:1491368,76561197963248465,aTive,de
0:1:229276,76561197960724281,Hurricane,de
0:1:2268109,76561197964801947,Blizzard,de
0:1:25527,76561197960316783,Moogle,de
0:1:2705424,76561197965676577,NilsderPG,de
0:1:28262,76561197960322253,kaiZer,de
0:1:30574,76561197960326877,H0lzmichel,de
0:1:315934,76561197960897597,Icedearth,de
0:1:329288,76561197960924305,evil,de
0:1:320534,76561197960906797,SultaN,de
0:1:4528279,76561197969322287,BelZeDaR,de
0:1:4446,76561197960274621,pain,de
0:1:46423,76561197960358575,plat,de
0:1:45479,76561197960356687,jay-r,de
0:1:338392,76561197960942513,Huli,de
0:1:3963233,76561197968192195,tullimann,de
0:0:13066074,76561197986397876,rea|ist20k,de
0:0:102821,76561197960471370,Lil Razor,de
0:1:7270375,76561197974806479,kaNNniX|w!RDauCHNiX,de
0:1:38952805,76561198038171339,kaNNniX|w!RDauCHNiX,de
0:1:11512903,76561197983291535,Kananga,de
0:1:21795425,76561198003856579,Heros5k,de
0:0:13193815,76561197986653358,BigJk,de
0:0:55350888,76561198070967504,Gh0stQQ,de
0:1:153689681,76561198267645091,crowbar'mdl,de
0:1:108568285,76561198177402299,nin_talal,de
0:0:425715442,76561198811696612,Qiba,de
0:0:69589,76561197960404906,dEMolite,de
0:1:187581111,76561198335427951,bluj,tr
0:1:437563597,76561198835392923,frod,tr
0:1:422868758,76561198806003245,frod,tr
0:1:213354743,76561198386975215,frod,tr
0:0:73254764,76561198106775256,ExcLuSIVe,tr
0:1:73860607,76561198107986943,jumbo,tr
0:0:2008312,76561197964282352,FlippY*,tr
0:0:13410077,76561197987085882,FlippY*,tr
0:1:2045585,76561197964356899,Winston,tr
0:0:33910652,76561198028087032,k1nach,tr
0:0:15578168,76561197991422064,Savior,tr
0:0:25162901,76561198010591530,Dispara,tr
0:0:26306661,76561198012879050,Dispara,tr
0:1:8974653,76561197978215035,punkdeaTh,tr
0:1:18902750,76561197998071229,Drax,tr
0:0:60890502,76561198082046732,Kfa,tr
0:0:19085488,76561197998436704,gok2,tr
0:1:29268144,76561198018802017,z3,tr
0:0:43654185,76561198047574098,Serseri,tr
0:0:15497003,76561197991259734,r3w0lw3r,tr
0:0:21388293,76561198003042314,Adamantium,tr
0:1:21366813,76561198002999355,Adamantium,tr
0:0:21418910,76561198003103548,-ZaFeR-,tr
0:1:27089432,76561198014444593,Plx*,tr
0:0:19769885,76561197999805498,diabLo,tr
0:0:3658508,76561197967582744,Carl,tr
0:0:20208463,76561198000682654,Volter,tr
0:0:42175000,76561198044615728,Ruled,tr
0:0:97854164,76561198155974056,K@NuN-iSt,tr
0:1:62079000,76561198084423729,K@NuN-iSt,tr
0:1:37522630,76561198035310989,K@NuN-iSt,tr
0:0:59923916,76561198080113560,Retributive,tr
0:0:21388769,76561198003043266,Twirl,tr
0:1:20610863,76561198001487455,Locksmith,tr
0:1:9655049,76561197979575827,Honest,tr
0:0:21418671,76561198003103070,Fabian,tr
0:0:13589907,76561197987445542,Nohero,tr
0:0:20847591,76561198001960910,BlueMartini,tr
0:0:24495612,76561198009256952,Bambaki,tr
0:1:50726801,76561198061719331,Myers,tr
0:0:43626062,76561198047517852,Justice,tr
0:1:26957077,76561198014179883,ephi(Savage),tr
0:1:196670815,76561198353607359,Maskott,tr
0:0:33969463,76561198028204654,Maskott,tr
0:1:196444957,76561198353155643,Maskott,tr
0:0:2231412,76561197964728552,Punisher,tr
0:1:13058686,76561197986383101,Rastnev,tr
0:1:22594534,76561198005454797,iori,tr
0:0:63830407,76561198087926542,meydey,tr
0:0:22751117,76561198005767962,Getr3ady,tr
0:0:21386031,76561198003037790,meL,tr
0:1:20178638,76561198000623005,3dy,tr
0:0:13105714,76561197986477156,Broke,tr
0:0:189600048,76561198339465824,AjaNMaTo,tr
0:0:33309391,76561198026884510,Ajanmato,tr
0:1:33078410,76561198026422549,AhmeT,tr
0:0:49823799,76561198059913326,UnShak4bLe,tr
0:0:21308453,76561198002882634,Str0ng,tr
0:0:2041850,76561197964349428,Hitokiri,tr
0:0:44195030,76561198048655788,Rappelz,tr
0:1:44462517,76561198049190763,snatch,tr
0:0:24655895,76561198009577518,3nk@zZ,tr
0:1:16178530,76561197992622789,DeViL,tr
0:1:50437050,76561198061139829,Logi,tr
0:1:21366945,76561198002999619,Bigness,tr
0:1:41820098,76561198043905925,Punkrock,tr
0:0:28832269,76561198017930266,Punkrock,tr
0:0:28165945,76561198016597618,Punkrock,tr
0:1:24553694,76561198009373117,Punkrock,tr
0:1:43124035,76561198046513799,Out_Force,tr
0:0:43619875,76561198047505478,Lizard,tr
0:1:43603942,76561198047473613,Razor,tr
0:0:36972384,76561198034210496,CirkinKral,tr
0:0:47611038,76561198055487804,Toots,tr
0:1:33738997,76561198027743723,Toots,tr
0:0:25171719,76561198010609166,afakkobyab,tr
0:1:49683538,76561198059632805,JeTLee,tr
0:0:41377534,76561198043020796,SuperstaR,tr
0:0:37716831,76561198035699390,wl.,tr
0:0:27261953,76561198014789634,#SRKN#,tr
0:0:37254586,76561198034774900,Kerimsi,tr
0:1:98868111,76561198158001951,deadblue,tr
0:0:159691163,76561198279648054,deadblue,tr
0:0:14817321,76561197989900370,deadblue,tr
0:1:127288532,76561198214842793,Expert,tr
0:0:13510634,76561197987286996,Expert,tr
0:0:21416444,76561198003098616,Expert,tr
0:1:21451713,76561198003169155,Xwider,tr
0:0:26709205,76561198013684138,daGGer,tr
0:0:20385768,76561198001037264,Trefle!,tr
0:0:22389508,76561198005044744,Sp4rk,tr
0:0:989651,76561197962245030,varbet,tr
0:1:20215622,76561198000696973,varbet,tr
0:0:13130800,76561197986527328,m3y,tr
0:1:22469661,76561198005205051,Dex!,tr
0:0:21936945,76561198004139618,Voirsuacl,tr
0:1:24558440,76561198009382609,PunkRock,tr
0:0:27409281,76561198015084290,PunkRock,tr
0:1:35001023,76561198030267775,Arch3r,tr
0:0:34413706,76561198029093140,Arch3r,tr
0:1:31967439,76561198024200607,Arch3r,tr
0:0:29808099,76561198019881926,Arch3r,tr
0:1:35001174,76561198030268077,Arch3r,tr
0:0:27263122,76561198014791972,St0rm,tr
0:0:24624157,76561198009514042,RealChaos,tr
0:0:27165030,76561198014595788,Neko,tr
0:0:26733960,76561198013733648,m0g0l,tr
0:1:9404919,76561197979075567,Rogast,tr
0:0:16265689,76561197992797106,Disaster,tr
0:1:20809694,76561198001885117,Selective,tr
0:1:13911173,76561197988088075,g0g0ri,tr
0:0:29969515,76561198020204758,ViolaT,tr
0:0:23232049,76561198006729826,Rasu,tr
0:0:47321781,76561198054909290,Rasu,tr
0:0:15845746,76561197991957220,Rasu,tr
0:1:43832885,76561198047931499,Rasu,tr
0:1:33295499,76561198026856727,RocK,tr
0:1:33057030,76561198026379789,JusT{A}LonE,tr
0:0:29904164,76561198020074056,Ronny,tr
0:0:2593586,76561197965452900,xylm,tr
0:1:203925068,76561198368115865,d0z3r,tr
0:0:21381563,76561198003028854,d0z3r,tr
0:1:27112125,76561198014489979,dust,tr
0:1:26791827,76561198013849383,n0isi,tr
0:1:12970846,76561197986207421,sTRanger,tr
0:1:26737787,76561198013741303,driver,tr
0:0:29766409,76561198019798546,Young,tr
0:1:26728035,76561198013721799,Alvaro,tr
0:1:29897369,76561198020060467,Coinado,tr
0:0:6879222,76561197974024172,adren,tr
0:1:21364885,76561198002995499,ArcadiaS,tr
0:1:11508381,76561197983282491,Erozbey,tr
0:0:33285883,76561198026837494,Soldier,tr
0:1:34144737,76561198028555203,EmpaT,tr
0:1:28636341,76561198017538411,n1rvana,tr
0:0:19281974,76561197998829676,k1nach,tr
0:0:18936599,76561197998138926,Jim,tr
0:1:26985981,76561198014237691,Afrik_ali,tr
0:1:21680526,76561198003626781,Brusk,tr
0:1:25310829,76561198010887387,Extozya,tr
0:0:52228937,76561198064723602,s3m,tr
0:1:3692065,76561197967649859,Iori,tr
0:1:1291183,76561197962848095,Iori,tr
0:1:1936157,76561197964138043,Iori,tr
0:0:19514070,76561197999293868,Jax,tr
0:0:24829307,76561198009924342,Escales,tr
0:1:85595524,76561198131456777,Twin,tr
0:0:97844923,76561198155955574,Realist,tr
0:0:122760176,76561198205786080,heart,tr
0:1:2077319,76561197964420367,scorpion,tr
0:0:113338727,76561198186943182,TooL,tr
0:0:54434483,76561198069134694,OnlyOne,tr
0:0:136074960,76561198232415648,YARDAK,tr
0:1:121013361,76561198202292451,SNOW,tr
0:0:112736313,76561198185738354,forza,tr
0:0:159197436,76561198278660600,Dizzy,tr
0:0:53549464,76561198067364656,Barbarian Bazz B,tr
0:0:150280014,76561198260825756,KAFATASCI,tr
0:1:147370110,76561198255005949,UirA,tr
0:1:98119273,76561198156504275,M||RsY,tr
0:0:128513488,76561198217292704,Laboum,tr
0:1:37013905,76561198034293539,laquinta,tr
0:0:119884063,76561198200033854,laquinta,tr
0:0:157583064,76561198275431856,laquinta,tr
0:0:157782858,76561198275831444,laquinta,tr
0:0:157936335,76561198276138398,laquinta,tr
0:0:176597904,76561198313461536,laquinta,tr
0:1:157513448,76561198275292625,laquinta,tr
0:1:158201784,76561198276669297,laquinta,tr
0:1:175721001,76561198311707731,laquinta,tr
0:1:176240885,76561198312747499,laquinta,tr
0:1:197082244,76561198354430217,laquinta,tr
0:0:126314570,76561198212894868,laquinta,tr
0:1:126515809,76561198213297347,PuLSaR,tr
0:1:109043563,76561198178352855,PuLSaR,tr
0:1:185699003,76561198331663735,RealKing,tr
0:1:70106076,76561198100477881,soldierlife,tr
0:0:172813558,76561198305892844,lNoktaa,tr
0:0:243695957,76561198447657642,lNoktaa,tr
0:0:37623724,76561198035513176,lNoktaa,tr
0:0:39485003,76561198039235734,lNoktaa,tr
0:0:418406574,76561198797078876,lNoktaa,tr
0:0:418500748,76561198797267224,lNoktaa,tr
0:0:418639821,76561198797545370,lNoktaa,tr
0:0:420190134,76561198800645996,lNoktaa,tr
0:0:421754732,76561198803775192,lNoktaa,tr
0:0:426036679,76561198812339086,lNoktaa,tr
0:0:428047232,76561198816360192,lNoktaa,tr
0:0:428381108,76561198817027944,lNoktaa,tr
0:0:428519339,76561198817304406,lNoktaa,tr
0:0:51119130,76561198062503988,lNoktaa,tr
0:0:6767874,76561197973801476,lNoktaa,tr
0:1:160037352,76561198280340433,lNoktaa,tr
0:1:192502903,76561198345271535,lNoktaa,tr
0:1:35001023,76561198030267775,lNoktaa,tr
0:1:37618602,76561198035502933,lNoktaa,tr
0:1:38725195,76561198037716119,lNoktaa,tr
0:1:40898086,76561198042061901,lNoktaa,tr
0:1:41662617,76561198043590963,lNoktaa,tr
0:1:417964486,76561198796194701,lNoktaa,tr
0:1:421813068,76561198803891865,lNoktaa,tr
0:1:428229524,76561198816724777,lNoktaa,tr
0:0:148593283,76561198257452294,lNoktaa,tr
0:0:185268856,76561198330803440,lNoktaa,tr
0:1:95734151,76561198151734031,KingISuS,tr
0:1:68378227,76561198097022183,Cutus,tr
0:0:3337515,76561197966940758,Shwrotharrofria,tr
0:0:417752421,76561198795770570,Shwrotharrofria,tr
0:1:151502796,76561198263271321,Shwrotharrofria,tr
0:1:108981087,76561198178227903,muhde,tr
0:0:177817491,76561198315900710,Lafontaine,tr
0:0:151699979,76561198263665686,Lafontaine,tr
0:1:202104814,76561198364475357,Lafontaine,tr
0:0:151794547,76561198263854822,w0m3x,tr
0:1:189758664,76561198339783057,bordobere,tr
0:0:113033127,76561198186331982,JU3A*,tr
0:1:151685383,76561198263636495,Kenzz0r,tr
0:1:3125485,76561197966516699,-AnnenWorkin-,tr
0:0:422164327,76561198804594382,-AnnenWorkin-,tr
0:0:436885269,76561198834036266,-AnnenWorkin-,tr
0:0:437006409,76561198834278546,-AnnenWorkin-,tr
0:0:437314030,76561198834893788,-AnnenWorkin-,tr
0:0:437539907,76561198835345542,-AnnenWorkin-,tr
0:0:443321836,76561198846909400,-AnnenWorkin-,tr
0:1:420716637,76561198801699003,-AnnenWorkin-,tr
0:1:420925254,76561198802116237,-AnnenWorkin-,tr
0:1:420939219,76561198802144167,-AnnenWorkin-,tr
0:1:421003801,76561198802273331,-AnnenWorkin-,tr
0:1:431144830,76561198822555389,ESKIYAAAAAA,tr
0:1:243916175,76561198448098079,H.B.O.,tr
0:0:560168265,76561199080602258,H.B.O,tr
0:0:196136593,76561198352538914,RASKOLNIKOV,tr
0:0:431104452,76561198822474632,cmkrtc,tr
0:0:235825301,76561198431916330,DesigneR,tr
0:1:190059218,76561198340384165,Gencay,tr
0:0:459353955,76561198878973638,Decarbon,tr
0:1:237367417,76561198435000563,nqaaN,tr
0:1:571243053,76561199102751835,rlx5lp,tr
0:0:121310816,76561198202887360,frod,tr
0:1:503763759,76561198967793247,hsci,tr
0:0:489274015,76561198938813758,BARI$,tr
0:1:443895565,76561198848056859,lNase,tr
0:1:589273387,76561199138812503,Nash,tr
0:1:197925945,76561198356117619,Miralay,tr
0:1:456349503,76561198872964735,Hysteria,tr
0:1:432492465,76561198825250659,satanic,tr
0:1:177159803,76561198314585335,PAYNE,tr
0:0:205768317,76561198371802362,castor,tr
0:1:507147868,76561198974561465,Jnssry,tr
0:1:509831959,76561198979929647,SauRon,tr
0:0:47156282,76561198054578292,tricky,tr
0:0:88218406,76561198136702540,ErenBilal,tr
0:1:220204589,76561198400674907,ates,tr
0:0:176767667,76561198313801062,fruich,tr
0:1:53867264,76561198068000257,wEgz55,tr
0:0:7945437,76561197976156602,Reaper,fi
0:1:3898369,76561197968062467,neoz,fi
0:0:5349736,76561197970965200,Deuzz,fi
0:0:28941,76561197960323610,Shado,fi
0:0:458236,76561197961182200,kukka,fi
0:1:1630025,76561197963525779,Mug,fi
0:1:1593097,76561197963451923,Dogie,fi
0:1:27921,76561197960321571,Mystic,fi
0:0:7537100,76561197975339928,Vortex,fi
0:1:35460,76561197960336649,Vortex,fi
0:0:21482,76561197960308692,grimar,fi
0:1:6700752,76561197973667233,Slage,fi
0:0:42324751,76561198044915230,benga,fi
0:0:2026667,76561197964319062,Tiiareeiz,fi
0:0:27951,76561197960321630,SlapShot,fi
0:1:632219,76561197961530167,SlapShot,fi
0:1:3526,76561197960272781,Dhazge,fi
0:1:846538,76561197961958805,Teppo looper,fi
0:0:217172,76561197960700072,Dokiz,fi
0:0:188312,76561197960642352,KingInCrimson,fi
0:1:1425734,76561197963117197,NoHands,fi
0:0:2784928,76561197965835584,kek,fi
0:0:2673097,76561197965611922,LuckBeatSkill,fi
0:0:28991,76561197960323710,Redfang,fi
0:0:4146111,76561197968557950,Galder,fi
0:0:432351,76561197961130430,Elteeh,fi
0:0:5708525,76561197971682778,DrunkDrive,fi
0:0:655478,76561197961576684,proac,fi
0:0:786404,76561197961838536,Mutation,fi
0:1:1080988,76561197962427705,Shagguli,fi
0:1:35868,76561197960337465,targa,fi
0:0:18619,76561197960302966,Rulah,fi
0:0:217081,76561197960699890,MAXIMUS,fi
0:0:25223,76561197960316174,Matrix,fi
0:0:3311851,76561197966889430,The Camper,fi
0:0:3057146,76561197966380020,Derek,fi
0:0:3731162,76561197967728052,Courage,fi
0:1:2569614,76561197965404957,Rakerai,fi
0:1:64112807,76561198088491343,Rakerai,fi
0:0:46536,76561197960358800,D3LiCate,fi
0:0:396396,76561197961058520,mulkku,fi
0:0:4327571,76561197968920870,ReapeR,fi
0:1:663957,76561197961593643,Alosha,fi
0:1:8013,76561197960281755,pain4me,fi
0:1:6558529,76561197973382787,d0zer,fi
0:1:18281596,76561197996828921,Blasdfa,fi
0:1:7479730,76561197975225189,Blasdfa,fi
0:1:87725444,76561198135716617,Blasdfa,fi
0:1:5966196,76561197972198121,oasiz,fi
0:1:7219252,76561197974704233,Elgu,fi
0:1:10595528,76561197981456785,zkitzor,fi
0:1:1114997,76561197962495723,halsa,fi
0:1:1514287,76561197963294303,Reaper,fi
0:1:1541556,76561197963348841,DrunkDriver,fi
0:1:1905663,76561197964077055,Galder,fi
0:1:3988685,76561197968243099,Sathanas,fi
0:0:103811,76561197960473350,Spuug,fi
0:0:31337671,76561198022941070,sadf,fi
0:0:48796829,76561198057859386,Us3l3ss,fi
0:0:48651379,76561198057568486,Lyren,fi
0:0:86742,76561197960439212,2pac,bg
0:1:1491724,76561197963249177,Afterlife,bg
0:1:3217475,76561197966700679,G.FREEMAN,bg
0:1:4495699,76561197969257127,The_Falcon,bg
0:1:5156966,76561197970579661,DaRkY,bg
0:0:8342970,76561197976951668,NaSk0,bg
0:0:8457955,76561197977181638,Afterlife,bg
0:0:9250812,76561197978767352,Eminem,bg
0:0:9366347,76561197978998422,Worldspawn,bg
0:0:9788176,76561197979842080,BaRbY,bg
0:1:10167003,76561197980599735,ncuxonaT,bg
0:1:10172038,76561197980609805,trix,bg
0:0:10724463,76561197981714654,x0f,bg
0:0:11229120,76561197982723968,AmICool?,bg
0:0:11455413,76561197983176554,trix,bg
0:0:12482045,76561197985229818,HeLLs0,bg
0:0:12501445,76561197985268618,gangster,bg
0:1:13231110,76561197986727949,Track3r,bg
0:0:13714015,76561197987693758,AZo,bg
0:1:14372454,76561197989010637,GhostR1d3r,bg
0:0:14525810,76561197989317348,Jax,bg
0:1:14665796,76561197989597321,Elena,bg
0:0:14967780,76561197990201288,SKoOBY,bg
0:1:15116579,76561197990498887,PaTPaDaKa,bg
0:1:15411431,76561197991088591,Megaboy,bg
0:0:16167266,76561197992600260,h@rd$tyL3,bg
0:1:16320232,76561197992906193,MaDn3ss,bg
0:0:16488464,76561197993242656,Immortal,bg
0:0:17615137,76561197995496002,Fuzzar,bg
0:1:17634138,76561197995534005,BaRbY,bg
0:0:17833968,76561197995933664,asa,bg
0:0:17835513,76561197995936754,Jeki,bg
0:0:18139239,76561197996544206,jnr,bg
0:0:18280067,76561197996825862,KylTRaQ,bg
0:1:18374559,76561197997014847,Lacky,bg
0:0:19021408,76561197998308544,GhostR1d3r,bg
0:0:19191089,76561197998647906,Barney,bg
0:1:19311194,76561197998888117,Inmate,bg
0:1:19635248,76561197999536225,newStar,bg
0:0:19787172,76561197999840072,TwizTed,bg
0:0:20319065,76561198000903858,Chikinakchi,bg
0:1:20553963,76561198001373655,Redeemer,bg
0:1:21383254,76561198003032237,MyKi,bg
0:1:22437057,76561198005139843,Chucky,bg
0:0:23811310,76561198007888348,DeadSoul,bg
0:0:26342110,76561198012949948,Insanity,bg
0:1:30471304,76561198021208337,sisqo,bg
0:1:30725515,76561198021716759,BERO,bg
0:1:34778828,76561198029823385,Pelinio,bg
0:1:34913117,76561198030091963,kenny,bg
0:0:35573165,76561198031412058,BuTcHeR,bg
0:0:35614534,76561198031494796,RaideR,bg
0:0:41914840,76561198044095408,StormR1d3r,bg
0:0:42517773,76561198045301274,NeKaV*ToTaLeN*BOT,bg
0:1:43973371,76561198048212471,Dr3aM^Ca7cHeR,bg
0:0:46988311,76561198054242350,bugi,bg
0:1:47890572,76561198056046873,venci4,bg
0:0:49257101,76561198058779930,Fire,bg
0:1:50619430,76561198061504589,KhaN,bg
0:1:64226287,76561198088718303,thor,bg
0:1:73957108,76561198108179945,KaH4e^,bg
0:1:74577021,76561198109419771,1nside,bg
0:0:79590892,76561198119447512,bau,bg
0:0:80385459,76561198121036646,ReVenton,bg
0:0:84753058,76561198129771844,viS,bg
0:0:91397728,76561198143061184,Inmate,bg
0:0:10184695,76561197980635118,luvstruck,bg
0:1:149856878,76561198259979485,LanbeR,bg
0:1:48870741,76561198058007211,XiSz,nl
0:1:1545823,76561197963357375,v@mp,nl
0:0:235711,76561197960737150,Uibikkel,nl
0:1:231678,76561197960729085,nana,nl
0:0:823747,76561197961913222,De1337eR,nl
0:0:810368,76561197961886464,De1337eR,nl
0:0:835752,76561197961937232,De1337eR,nl
0:0:845870,76561197961957468,De1337eR,nl
0:1:84586035,76561198129437799,De1337eR,nl
0:0:4201801,76561197968669330,Intory,nl
0:0:162880,76561197960591488,ButleR,nl
